ID	Household_Size	Number_of_Vehicles	Income	Proximity_to_Public_Transportation	Presence_of_Children	Trips
8623	6	1	83.454	2.9	1	3
8624	1	2	96.706	0.2	0	3
8625	3	1	62.092	0.4	1	4
8626	2	1	72.67	0.5	0	3
8627	4	2	76.47	0.6	1	4
8628	2	1	79.784	0.8	0	3
8629	3	1	83.68	0.9	1	3
8630	3	3	67.083	1.1	1	4
8631	5	0	73.538	1.4	1	4
8632	2	1	77.137	1.7	0	3
8633	3	2	80.475	2.1	1	3
8634	2	1	84.707	3	0	2
8635	4	1	69.131	0.2	1	4
8636	2	2	74.334	0.4	0	3
8637	4	1	77.795	0.5	1	4
8638	3	1	81.196	0.7	1	3
8639	7	3	85.933	0.8	1	5
8640	1	0	70.557	1	0	1
8641	3	1	75.078	1.2	1	3
8642	2	2	78.451	1.4	0	3
8643	4	0	81.957	1.7	1	3
8644	2	1	87.529	2.2	0	3
8645	3	2	71.696	3.2	1	3
8646	3	1	75.787	0.3	1	4
8647	5	1	79.111	0.4	1	4
8648	2	2	82.777	0.5	0	3
8649	3	0	90.064	0.7	1	4
8650	2	1	63.894	0.8	0	2
8651	4	2	72.851	1	1	4
8652	2	1	76.604	1.2	0	3
8653	3	1	79.92	1.4	1	3
8654	3	2	83.873	1.7	1	4
8655	5	1	67.579	2.3	1	4
8656	1	1	73.702	3.3	0	1
8657	3	3	77.269	0.3	1	4
8658	2	0	80.617	0.4	1	3
8659	4	1	84.932	0.6	1	4
8660	2	2	69.45	0.7	0	3
8661	3	1	74.486	0.8	1	4
8662	3	1	77.926	1	1	4
8663	5	2	81.344	1.2	1	4
8664	2	1	86.214	1.4	0	2
8665	3	1	70.802	1.8	1	3
8666	2	3	75.222	2.3	0	3
8667	4	0	78.582	3.5	1	2
8668	2	1	82.116	0.3	0	3
8669	4	1	87.925	0.4	1	4
8670	3	0	71.902	0.6	1	3
8671	6	1	75.925	0.7	1	4
8672	1	2	79.245	0.8	0	2
8673	3	1	82.95	1	1	3
8674	2	1	90.87	1.2	0	3
8675	4	2	65.011	1.5	1	4
8676	2	0	73.028	1.8	0	2
8677	3	1	76.738	2.4	1	2
8678	3	2	80.057	3.7	1	2
8679	5	1	84.072	0.3	1	4
8680	2	1	68.022	0.4	0	2
8681	3	2	73.864	0.6	1	4
8682	2	1	77.401	0.7	0	3
8683	4	1	80.759	0.9	1	4
8684	2	2	85.167	1	0	3
8685	4	0	69.749	1.2	1	3
8686	3	1	74.637	1.5	1	3
8687	6	2	78.057	1.9	1	4
8688	2	1	81.494	2.5	0	2
8689	3	1	86.511	4	1	2
8690	2	2	71.038	0.3	0	3
8691	4	1	75.365	0.5	1	4
8692	2	1	78.714	0.6	1	3
8693	3	3	82.277	0.7	1	4
8694	3	0	88.362	0.9	1	3
8695	5	1	72.101	1	1	4
8696	2	1	76.062	1.3	1	2
8697	3	0	79.378	1.5	1	3
8698	2	1	83.126	1.9	0	2
8699	4	2	91.938	2.5	1	4
8700	2	1	65.843	4.3	1	1
8701	4	1	73.201	0.3	1	4
8702	3	2	76.872	0.5	1	4
8703	8	0	80.196	0.6	1	5
8704	1	1	84.277	0.7	0	2
8705	3	2	68.423	0.9	1	4
8706	2	1	74.023	1.1	0	2
8707	4	1	77.532	1.3	1	4
8708	2	2	80.903	1.6	0	3
8709	3	1	85.411	1.9	1	3
8710	2	1	70.032	2.6	0	2
8711	4	3	74.786	4.7	1	2
8712	2	0	78.188	0.1	0	3
8713	3	1	81.647	0.3	1	4
8714	2	2	86.827	0.5	0	3
8715	4	1	71.265	0.6	1	4
8716	2	1	75.507	0.8	0	3
8717	3	2	78.846	0.9	1	4
8718	3	1	82.441	1.1	1	4
8719	5	1	88.85	1.3	1	4
8720	1	3	72.296	1.6	0	2
8721	3	0	76.199	2	1	3
8722	2	1	79.513	2.7	0	2
8723	4	2	83.306	0.2	1	4
8724	2	0	93.602	0.4	1	3
8725	3	1	66.514	0.5	1	3
8726	3	2	73.371	0.6	1	4
8727	5	1	77.004	0.8	1	5
8728	2	1	80.335	0.9	0	3
8729	3	2	84.488	1.1	1	4
8730	2	0	68.791	1.3	0	2
8731	4	1	74.179	1.6	1	3
8732	2	2	77.664	2	0	2
8733	4	1	81.049	2.8	1	3
8734	3	1	85.666	0.2	1	4
8735	6	2	70.301	0.4	1	5
8736	1	1	74.933	0.5	0	2
8737	3	1	78.32	0.6	1	4
8738	2	3	81.801	0.8	0	3
8739	4	0	87.164	0.9	1	4
8740	2	1	71.484	1.1	0	3
8741	3	2	75.647	1.3	1	3
8742	3	1	78.979	1.6	1	3
8743	5	1	82.607	2.1	1	4
8744	2	2	89.408	2.9	0	2
8745	3	1	72.485	0.2	1	4
8746	2	1	76.335	0.4	1	3
8747	4	3	79.648	0.5	1	4
8748	2	0	83.491	0.7	0	3
8749	3	1	99.471	0.8	1	4
8750	3	1	58.469	0.9	1	3
8751	5	0	72.53	1.1	1	4
8752	1	1	76.367	1.4	0	2
8753	3	2	79.68	1.7	1	4
8754	2	1	83.536	2.1	0	2
8755	4	1	66.659	3.1	1	3
8756	2	2	73.412	0.2	0	3
8757	3	0	77.036	0.4	1	3
8758	3	1	80.368	0.5	1	3
8759	5	2	84.54	0.7	1	5
8760	2	0	68.875	0.8	0	2
8761	3	1	74.216	1	1	3
8762	2	2	77.695	1.2	0	3
8763	4	1	81.084	1.4	1	4
8764	2	1	85.729	1.7	0	3
8765	4	2	70.363	2.2	1	4
8766	3	0	74.968	3.2	1	2
8767	6	1	78.351	0.3	1	5
8768	1	2	81.838	0.4	0	3
8769	3	1	87.249	0.5	1	3
8770	2	1	71.536	0.7	0	3
8771	4	2	75.681	0.8	1	4
8772	2	1	79.01	1	0	3
8773	3	1	82.648	1.2	1	3
8774	2	3	89.555	1.4	1	3
8775	4	0	62.64	1.8	1	3
8776	2	1	72.714	2.3	0	2
8777	3	1	76.502	3.4	1	2
8778	2	0	79.816	0.3	0	3
8779	4	1	83.726	0.4	1	4
8780	2	2	67.208	0.6	1	3
8781	3	1	73.578	0.7	1	3
8782	3	1	77.169	0.8	1	3
8783	5	2	80.509	1	1	4
8784	1	0	84.76	1.2	0	2
8785	3	1	69.21	1.4	1	3
8786	2	2	74.37	1.8	0	2
8787	4	1	77.826	2.3	1	3
8788	2	1	81.231	3.5	0	1
8789	3	2	85.999	0.3	1	4
8790	3	1	70.617	0.4	1	4
8791	5	1	75.113	0.6	1	4
8792	2	2	78.482	0.7	0	3
8793	3	0	81.995	0.8	1	3
8794	2	1	87.621	1	0	3
8795	4	2	71.746	1.2	1	4
8796	2	1	75.82	1.5	0	2
8797	4	1	79.143	1.8	1	4
8798	3	2	82.818	2.4	1	3
8799	6	1	90.241	3.8	1	3
8800	1	1	64.201	0.3	0	2
8801	3	3	72.894	0.4	1	4
8802	2	0	76.637	0.6	0	2
8803	4	1	79.953	0.7	1	4
8804	2	1	83.921	0.9	0	3
8805	3	0	67.69	1	1	3
8806	3	1	73.741	1.2	1	3
8807	5	2	77.301	1.5	1	4
8808	2	1	80.651	1.9	1	2
8809	3	1	84.988	2.5	1	3
8810	2	2	69.523	4	0	1
8811	4	0	74.522	0.3	1	4
8812	2	1	77.958	0.5	1	3
8813	3	2	81.38	0.6	1	3
8814	3	1	86.284	0.7	1	3
8815	6	1	70.86	0.9	1	4
8816	2	2	75.257	1	1	4
8817	3	1	78.614	1.3	1	3
8818	2	1	82.154	1.5	0	3
8819	4	3	88.026	1.9	1	4
8820	2	0	71.95	2.5	0	1
8821	3	1	75.958	4.3	1	1
8822	3	2	79.277	0.3	1	4
8823	5	1	82.992	0.5	1	4
8824	2	1	91.096	0.6	0	3
8825	3	2	65.23	0.7	1	4
8826	2	1	73.07	0.9	0	3
8827	4	1	76.77	1.1	1	4
8828	2	3	80.09	1.3	0	3
8829	4	0	84.121	1.6	1	3
8830	3	1	68.121	2	1	2
8831	7	1	73.902	2.6	1	5
8832	1	0	77.432	4.8	0	0
8833	3	1	80.794	0.1	1	4
8834	2	2	85.225	0.3	1	3
8835	4	1	69.818	0.5	1	4
8836	2	1	74.673	0.6	0	3
8837	3	2	78.089	0.8	1	4
8838	2	0	81.531	0.9	0	2
8839	4	1	86.585	1.1	1	4
8840	2	2	71.093	1.3	0	3
8841	3	0	75.399	1.6	1	3
8842	2	1	78.746	2	0	2
8843	4	2	82.316	2.7	1	4
8844	2	1	88.474	0.2	0	3
8845	3	1	72.149	0.4	1	4
8846	3	2	76.095	0.5	1	3
8847	5	0	79.411	0.6	1	4
8848	1	1	83.169	0.8	0	3
8849	3	2	92.26	0.9	1	4
8850	2	1	66.016	1.1	0	3
8851	4	1	73.242	1.3	1	4
8852	2	2	76.903	1.6	0	3
8853	3	1	80.229	2.1	1	2
8854	3	1	84.327	2.8	1	2
8855	5	3	68.514	0.2	1	5
8856	2	0	74.06	0.4	0	3
8857	3	1	77.564	0.5	1	4
8858	2	1	80.938	0.6	1	3
8859	4	0	85.471	0.8	1	3
8860	2	1	70.098	0.9	0	3
8861	4	2	74.821	1.1	1	4
8862	3	1	78.22	1.3	1	3
8863	6	1	81.683	1.7	1	4
8864	1	2	86.906	2.1	0	2
8865	3	0	71.318	2.9	1	2
8866	2	1	75.541	0.2	0	3
8867	4	2	78.878	0.4	1	4
8868	2	1	82.48	0.5	0	3
8869	3	1	88.977	0.7	1	4
8870	3	2	72.342	0.8	1	3
8871	5	1	76.232	1	1	4
8872	2	1	79.545	1.1	0	2
8873	3	3	83.35	1.4	1	4
8874	2	0	94.207	1.7	0	2
8875	4	1	60.04	2.2	1	3
8876	2	2	72.567	3.1	0	2
8877	3	1	76.394	0.2	1	3
8878	3	1	79.707	0.4	1	4
8879	5	2	83.573	0.5	1	5
8880	1	1	66.775	0.7	0	2
8881	3	1	73.445	0.8	1	3
8882	2	3	77.063	1	0	3
8883	4	0	80.396	1.2	1	4
8884	2	1	84.583	1.4	0	3
8885	3	1	68.944	1.7	1	3
8886	3	0	74.247	2.2	1	2
8887	5	1	77.721	3.2	1	3
8888	2	2	81.113	0.3	0	3
8889	3	1	85.782	0.4	1	4
8890	2	1	70.415	0.5	0	3
8891	4	2	74.997	0.7	1	4
8892	2	0	78.377	0.8	0	2
8893	4	1	81.869	1	1	4
8894	3	2	87.321	1.2	1	3
8895	7	1	71.578	1.4	1	5
8896	1	1	75.709	1.8	0	2
8897	3	2	79.037	2.3	1	3
8898	2	1	82.682	3.4	0	2
8899	4	1	89.682	0.3	1	4
8900	2	3	63.027	0.4	0	3
8901	3	0	72.75	0.6	1	3
8902	3	1	76.529	0.7	1	3
8903	5	2	79.843	0.8	1	5
8904	2	1	83.764	1	0	3
8905	3	1	67.309	1.2	1	3
8906	2	2	73.611	1.4	0	2
8907	4	1	77.195	1.8	1	3
8908	2	1	80.537	2.3	1	2
8909	3	3	84.805	3.6	1	3
8910	3	0	69.274	0.3	1	3
8911	5	1	74.401	0.4	1	4
8912	1	1	77.853	0.6	0	2
8913	3	0	81.261	0.7	1	3
8914	2	1	86.055	0.8	1	3
8915	4	2	70.666	1	1	4
8916	2	1	75.142	1.2	0	3
8917	3	1	78.509	1.5	1	4
8918	3	2	82.027	1.8	1	3
8919	5	0	87.699	2.4	1	3
8920	2	1	71.787	3.8	0	1
8921	3	2	75.848	0.3	1	4
8922	2	0	79.17	0.4	0	2
8923	4	1	82.853	0.6	1	4
8924	2	2	90.396	0.7	0	3
8925	4	1	64.435	0.9	1	3
8926	3	1	72.929	1	1	3
8927	6	2	76.663	1.2	1	5
8928	1	0	79.98	1.5	0	2
8929	3	1	83.96	1.9	1	3
8930	2	2	67.78	2.5	0	2
8931	4	1	73.774	4	1	2
8932	2	1	77.327	0.3	0	3
8933	3	2	80.679	0.5	1	4
8934	3	1	85.034	0.6	1	4
8935	5	1	69.584	0.7	1	4
8936	2	3	74.553	0.9	0	3
8937	3	0	77.984	1	1	3
8938	2	1	81.41	1.3	0	3
8939	4	1	86.342	1.5	1	4
8940	2	0	70.907	1.9	1	2
8941	4	1	75.285	2.6	1	3
8942	3	2	78.64	4.4	1	2
8943	6	1	82.186	0.3	1	4
8944	2	1	88.112	0.5	0	3
8945	3	2	71.99	0.6	1	4
8946	2	0	75.986	0.7	0	2
8947	4	1	79.303	0.9	1	4
8948	2	2	83.027	1.1	0	3
8949	3	1	91.297	1.3	1	3
8950	3	1	65.403	1.6	1	3
8951	5	2	73.104	2	1	4
8952	2	1	76.797	2.6	0	2
8953	3	1	80.118	4.8	1	1
8954	2	3	84.162	0.1	0	3
8955	4	0	68.203	0.4	1	4
8956	2	1	73.934	0.5	0	3
8957	4	2	77.459	0.6	1	4
8958	3	1	80.822	0.8	1	3
8959	7	1	85.273	0.9	1	5
8960	1	2	69.875	1.1	0	3
8961	3	1	74.702	1.3	1	3
8962	2	1	78.115	1.6	0	2
8963	4	3	81.561	2	1	4
8964	2	0	86.647	2.7	0	2
8965	3	1	71.139	0.2	1	3
8966	2	2	75.428	0.4	0	3
8967	4	0	78.772	0.5	1	4
8968	2	1	82.349	0.6	0	3
8969	3	2	88.569	0.8	1	4
8970	2	1	72.188	0.9	1	3
8971	4	1	76.123	1.1	1	4
8972	2	2	79.437	1.3	1	3
8973	3	0	83.205	1.6	1	3
8974	3	1	92.557	2.1	1	3
8975	5	2	66.154	2.8	1	3
8976	1	1	73.276	0.2	0	2
8977	3	1	76.93	0.4	1	4
8978	2	2	80.257	0.5	0	3
8979	4	1	84.369	0.6	1	4
8980	2	1	68.588	0.8	0	3
8981	3	3	74.092	0.9	1	4
8982	3	0	77.59	1.1	1	3
8983	5	1	80.967	1.3	1	4
8984	2	2	85.522	1.7	0	3
8985	3	1	70.152	2.1	1	2
8986	2	1	74.85	3	0	2
8987	4	2	78.246	0.2	1	4
8988	2	1	81.714	0.4	0	3
8989	4	1	86.972	0.5	1	4
8990	3	3	71.362	0.7	1	4
8991	6	0	75.569	0.8	1	4
8992	1	1	78.904	1	0	2
8993	3	1	82.514	1.1	1	3
8994	2	0	89.086	1.4	1	2
8995	4	1	72.38	1.7	1	3
8996	2	2	76.259	2.2	0	3
8997	3	1	79.572	3.1	1	2
8998	3	1	83.387	0.2	1	4
8999	5	2	94.845	0.4	1	5
9000	2	0	60.975	0.5	0	2
9001	3	1	72.604	0.7	1	4
9002	2	2	76.421	0.8	0	3
9003	4	0	79.735	1	1	3
9004	2	1	83.611	1.2	0	3
9005	3	2	66.888	1.4	1	3
9006	3	1	73.478	1.7	1	3
9007	5	1	77.089	2.2	1	3
9008	1	2	80.424	3.2	0	1
9009	3	0	84.627	0.3	1	3
9010	2	1	69.012	0.4	0	3
9011	4	2	74.278	0.5	1	4
9012	2	1	77.748	0.7	0	3
9013	3	1	81.142	0.8	1	4
9014	3	2	85.835	1	1	4
9015	5	1	70.466	1.2	1	4
9016	2	1	75.026	1.4	0	2
9017	3	3	78.404	1.8	1	3
9018	2	0	81.901	2.3	1	2
9019	4	1	87.394	3.4	1	3
9020	2	1	71.621	0.3	0	3
9021	4	0	75.737	0.4	1	3
9022	3	1	79.064	0.6	1	4
9023	7	2	82.715	0.7	1	5
9024	1	1	89.814	0.8	0	2
9025	3	1	63.367	1	1	3
9026	2	2	72.786	1.2	0	3
9027	4	0	76.556	1.4	1	4
9028	2	1	79.871	1.8	0	3
9029	3	2	83.803	2.3	1	3
9030	2	1	67.407	3.6	0	2
9031	5	1	73.643	0.3	1	4
9032	2	2	77.221	0.4	0	4
9033	3	1	80.565	0.6	1	3
9034	2	1	84.85	0.7	0	3
9035	4	3	69.338	0.8	1	4
9036	2	0	74.431	1	0	2
9037	3	1	77.879	1.2	1	3
9038	3	2	81.29	1.5	1	4
9039	5	1	86.111	1.8	1	4
9040	1	1	70.715	2.4	0	1
9041	3	2	75.171	3.8	1	2
9042	2	1	78.535	0.3	0	3
9043	4	1	82.058	0.5	1	4
9044	2	3	87.778	0.6	0	3
9045	3	0	71.828	0.7	1	3
9046	3	1	75.875	0.9	1	4
9047	5	1	79.197	1	1	4
9048	2	0	82.887	1.2	0	3
9049	3	1	90.557	1.5	1	3
9050	2	2	64.653	1.9	0	3
9051	4	1	72.965	2.5	1	3
9052	2	1	76.69	4.1	0	1
9053	4	2	80.008	0.3	1	4
9054	3	0	84	0.5	1	3
9055	6	1	67.868	0.6	1	5
9056	1	2	73.806	0.7	0	2
9057	3	1	77.353	0.9	1	3
9058	2	1	80.708	1	0	3
9059	4	2	85.081	1.3	1	4
9060	2	1	69.643	1.5	0	2
9061	3	1	74.583	1.9	1	3
9062	3	3	78.01	2.6	1	3
9063	5	0	81.44	4.4	1	2
9064	2	1	86.402	0.3	0	3
9065	3	2	70.954	0.5	1	4
9066	2	1	75.314	0.6	0	3
9067	4	1	78.667	0.7	1	4
9068	2	2	82.219	0.9	0	3
9069	4	1	88.199	1.1	1	4
9070	3	1	72.03	1.3	1	4
9071	6	3	76.013	1.6	1	5
9072	2	0	79.33	2	0	2
9073	3	1	83.062	2.6	1	3
9074	2	1	91.511	4.9	0	1
9075	4	0	65.566	0.1	1	4
9076	2	1	73.139	0.4	1	3
9077	3	2	76.824	0.5	1	4
9078	3	1	80.146	0.6	1	4
9079	5	1	84.203	0.8	1	4
9080	2	2	68.282	0.9	0	2
9081	3	0	73.966	1.1	1	3
9082	2	1	77.485	1.3	0	3
9083	4	2	80.851	1.6	1	4
9084	2	0	85.322	2	1	2
9085	4	1	69.932	2.8	1	3
9086	3	2	74.732	0.2	1	4
9087	7	1	78.141	0.4	1	5
9088	1	1	81.592	0.5	0	2
9089	3	2	86.711	0.6	1	4
9090	2	0	71.184	0.8	0	2
9091	4	1	75.456	0.9	1	4
9092	2	2	78.799	1.1	0	3
9093	3	1	82.381	1.3	1	3
9094	2	1	88.667	1.6	0	3
9095	4	2	72.226	2.1	1	3
9096	2	1	76.15	2.9	1	2
9097	3	1	79.464	0.2	1	4
9098	2	3	83.241	0.4	0	3
9099	4	0	92.888	0.5	1	4
9100	2	1	66.287	0.6	0	3
9101	3	1	73.31	0.8	1	4
9102	3	0	76.957	0.9	1	3
9103	5	1	80.285	1.1	1	4
9104	1	2	84.412	1.4	0	3
9105	3	1	68.662	1.7	1	3
9106	2	1	74.123	2.1	0	2
9107	4	2	77.616	3	1	3
9108	2	0	80.996	0.2	0	3
9109	3	1	85.573	0.4	1	3
9110	3	2	70.206	0.5	1	4
9111	5	1	74.88	0.7	1	4
9112	2	1	78.272	0.8	1	3
9113	3	2	81.745	1	1	4
9114	2	1	87.04	1.1	0	3
9115	4	1	71.406	1.4	1	3
9116	2	3	75.597	1.7	0	3
9117	4	0	78.931	2.2	1	3
9118	3	1	82.547	3.1	1	2
9119	6	2	89.198	0.2	1	5
9120	1	1	72.418	0.4	0	2
9121	3	1	76.286	0.5	1	3
9122	2	2	79.599	0.7	0	3
9123	4	1	83.424	0.8	1	4
9124	2	1	95.701	1	1	3
9125	3	3	61.654	1.2	1	3
9126	3	0	72.641	1.4	1	3
9127	5	1	76.448	1.7	1	4
9128	2	1	79.762	2.2	0	2
9129	3	0	83.649	3.2	1	2
9130	2	1	66.997	0.3	1	3
9131	4	2	73.512	0.4	1	4
9132	2	1	77.116	0.5	0	2
9133	3	1	80.453	0.7	1	4
9134	3	2	84.671	0.8	1	4
9135	6	0	69.079	1	1	4
9136	1	1	74.309	1.2	0	2
9137	3	2	77.774	1.4	1	4
9138	2	1	81.172	1.8	0	2
9139	4	1	85.889	2.3	1	3
9140	2	2	70.517	3.4	0	1
9141	3	1	75.055	0.3	1	4
9142	3	1	78.43	0.4	1	4
9143	5	3	81.932	0.6	1	5
9144	2	0	87.468	0.7	0	2
9145	3	1	71.663	0.8	1	4
9146	2	2	75.764	1	0	3
9147	4	1	79.09	1.2	1	4
9148	2	1	82.75	1.5	0	3
9149	4	2	89.951	1.8	1	4
9150	3	1	63.671	2.3	1	3
9151	7	1	72.822	3.6	1	3
9152	1	3	76.583	0.3	0	3
9153	3	0	79.898	0.4	1	3
9154	2	1	83.842	0.6	0	3
9155	4	1	67.504	0.7	1	4
9156	2	0	73.676	0.8	0	3
9157	3	1	77.248	1	1	3
9158	3	2	80.594	1.2	1	3
9159	5	1	84.896	1.5	1	4
9160	2	1	69.4	1.8	0	2
9161	3	2	74.462	2.4	1	3
9162	2	0	77.905	3.8	0	1
9163	4	1	81.32	0.3	1	4
9164	2	2	86.168	0.5	0	4
9165	3	1	70.764	0.6	1	3
9166	3	1	75.199	0.7	1	3
9167	5	2	78.561	0.9	1	4
9168	1	1	82.09	1	0	2
9169	3	1	87.859	1.2	1	3
9170	2	2	71.869	1.5	0	2
9171	4	0	75.903	1.9	1	3
9172	2	1	79.223	2.5	0	2
9173	3	2	82.922	4.1	1	2
9174	3	1	90.727	0.3	1	3
9175	5	1	64.857	0.5	1	4
9176	2	2	73	0.6	1	3
9177	3	1	76.717	0.7	1	3
9178	2	1	80.035	0.9	0	3
9179	4	3	84.04	1.1	1	4
9180	2	0	67.954	1.3	1	2
9181	4	1	73.838	1.5	1	4
9182	3	1	77.38	1.9	1	3
9183	6	0	80.736	2.6	1	4
9184	1	1	85.129	4.4	0	0
9185	3	2	69.702	0.3	1	4
9186	2	1	74.613	0.5	0	2
9187	4	1	78.036	0.6	1	4
9188	2	2	81.47	0.7	0	3
9189	3	0	86.462	0.9	1	3
9190	3	1	71.001	1.1	1	3
9191	5	2	75.343	1.3	1	4
9192	2	1	78.693	1.6	1	3
9193	3	1	82.251	2	1	3
9194	2	2	88.289	2.7	0	2
9195	4	1	72.07	4.9	1	2
9196	2	1	76.041	0.2	0	3
9197	4	3	79.357	0.4	1	4
9198	3	0	83.098	0.5	1	3
9199	6	1	91.741	0.6	1	5
9200	2	2	65.723	0.8	0	3
9201	3	1	73.174	0.9	1	3
9202	2	1	76.85	1.1	0	3
9203	4	2	80.173	1.3	1	4
9204	2	1	84.244	1.6	0	2
9205	3	1	68.361	2	1	2
9206	3	3	73.997	2.8	1	3
9207	5	0	77.511	0.2	1	4
9208	2	1	80.88	0.4	1	3
9209	3	2	85.371	0.5	1	3
9210	2	0	69.988	0.6	0	3
9211	4	1	74.762	0.8	1	4
9212	2	2	78.167	0.9	0	3
9213	4	1	81.622	1.1	1	4
9214	3	1	86.775	1.3	1	3
9215	8	2	71.229	1.6	1	5
9216	1	0	75.484	2.1	0	1
9217	3	1	78.825	2.9	1	2
9218	2	2	82.414	0.2	0	3
9219	4	1	88.768	0.4	1	4
9220	2	1	72.265	0.5	0	3
9221	3	2	76.177	0.6	1	4
9222	2	1	79.491	0.8	0	3
9223	4	1	83.277	0.9	1	4
9224	2	3	93.262	1.1	0	3
9225	3	0	66.415	1.4	1	3
9226	2	1	73.344	1.7	1	2
9227	4	2	76.983	2.1	1	3
9228	2	1	80.312	3	0	2
9229	3	1	84.454	0.2	1	4
9230	3	2	68.734	0.4	1	4
9231	5	1	74.154	0.5	1	5
9232	1	1	77.643	0.7	0	3
9233	3	3	81.025	0.8	1	4
9234	2	0	85.624	1	0	3
9235	4	1	70.259	1.1	1	4
9236	2	1	74.909	1.4	0	3
9237	3	0	78.299	1.7	1	3
9238	3	1	81.776	2.2	1	3
9239	5	2	87.109	3.1	1	3
9240	2	1	71.45	0.2	0	3
9241	3	1	75.625	0.4	1	4
9242	2	2	78.957	0.5	0	4
9243	4	0	82.58	0.7	1	3
9244	2	1	89.313	0.8	0	3
9245	4	2	72.455	1	1	4
9246	3	0	76.313	1.2	1	3
9247	6	1	79.626	1.4	1	5
9248	1	2	83.461	1.7	0	2
9249	3	1	97.044	2.2	1	3
9250	2	1	62.192	3.3	1	2
9251	4	2	72.677	0.3	1	4
9252	2	0	76.475	0.4	0	3
9253	3	1	79.789	0.5	1	3
9254	3	2	83.687	0.7	1	4
9255	5	1	67.104	0.8	1	4
9256	2	1	73.545	1	0	3
9257	3	2	77.142	1.2	1	4
9258	2	1	80.481	1.4	0	3
9259	4	1	84.715	1.8	1	4
9260	2	3	69.145	2.3	0	3
9261	3	0	74.34	3.4	1	2
9262	3	1	77.8	0.3	1	3
9263	5	1	81.201	0.4	1	4
9264	1	0	85.944	0.6	0	2
9265	3	1	70.567	0.7	1	4
9266	2	2	75.084	0.8	0	3
9267	4	1	78.456	1	1	4
9268	2	1	81.964	1.2	0	3
9269	3	2	87.544	1.5	1	4
9270	3	0	71.704	1.8	1	2
9271	5	1	75.792	2.4	1	3
9272	2	2	79.117	3.6	0	2
9273	3	1	82.784	0.3	1	4
9274	2	1	90.093	0.4	0	3
9275	4	2	63.948	0.6	1	4
9276	2	1	72.858	0.7	0	2
9277	4	1	76.61	0.9	1	4
9278	3	3	79.925	1	1	4
9279	6	0	83.881	1.2	1	4
9280	1	1	67.598	1.5	0	2
9281	3	2	73.709	1.8	1	3
9282	2	1	77.274	2.4	0	3
9283	4	1	80.622	3.8	1	3
9284	2	2	84.942	0.3	0	3
9285	3	1	69.462	0.5	1	3
9286	2	1	74.492	0.6	0	3
9287	4	3	77.931	0.7	1	4
9288	2	0	81.35	0.9	0	2
9289	3	1	86.225	1	1	3
9290	2	1	70.812	1.2	1	3
9291	4	0	75.228	1.5	1	3
9292	2	1	78.588	1.9	0	2
9293	3	2	82.122	2.5	1	3
9294	3	1	87.942	4.1	1	1
9295	5	1	71.91	0.3	1	4
9296	1	2	75.931	0.5	0	3
9297	3	0	79.25	0.6	1	3
9298	2	1	82.957	0.7	0	3
9299	4	2	90.907	0.9	1	4
9300	2	1	65.049	1.1	1	3
9301	3	1	73.035	1.3	1	3
9302	3	2	76.744	1.5	1	3
9303	5	1	80.063	1.9	1	3
9304	2	1	84.081	2.6	0	2
9305	3	3	68.038	4.5	1	1
9306	2	0	73.87	0.3	0	3
9307	4	1	77.406	0.5	1	4
9308	2	2	80.765	0.6	0	3
9309	4	1	85.176	0.7	1	4
9310	3	1	69.761	0.9	1	3
9311	6	2	74.643	1.1	1	5
9312	1	1	78.062	1.3	0	2
9313	3	1	81.501	1.6	1	3
9314	2	3	86.523	2	0	3
9315	4	0	71.047	2.7	1	3
9316	2	1	75.371	5	0	0
9317	3	1	78.719	0.1	1	3
9318	3	0	82.283	0.3	1	4
9319	5	1	88.38	0.5	1	4
9320	2	2	72.109	0.6	0	3
9321	3	1	76.068	0.7	1	3
9322	2	1	79.384	0.9	0	3
9323	4	2	83.133	1.1	1	4
9324	2	0	91.99	1.3	0	2
9325	3	1	65.872	1.6	1	3
9326	3	2	73.208	2	1	3
9327	6	0	76.877	2.7	1	4
9328	2	1	80.201	0.2	0	3
9329	3	2	84.286	0.4	1	4
9330	2	1	68.438	0.5	0	3
9331	4	1	74.029	0.6	1	4
9332	2	2	77.538	0.8	0	3
9333	3	0	80.909	0.9	1	3
9334	3	1	85.421	1.1	1	3
9335	5	2	70.043	1.3	1	4
9336	2	1	74.791	1.6	1	3
9337	3	1	78.194	2	1	3
9338	2	2	81.653	2.8	0	2
9339	4	1	86.84	0.2	1	4
9340	2	1	71.274	0.4	0	2
9341	4	3	75.513	0.5	1	5
9342	3	0	78.851	0.6	1	3
9343	7	1	82.447	0.8	1	5
9344	1	1	88.871	0.9	0	3
9345	3	0	72.303	1.1	1	3
9346	2	1	76.205	1.3	0	3
9347	4	2	79.518	1.6	1	4
9348	2	1	83.314	2.1	0	3
9349	3	1	93.694	2.9	1	3
9350	2	2	66.539	0.2	0	4
9351	4	0	73.378	0.4	1	4
9352	2	1	77.01	0.5	0	3
9353	3	2	80.34	0.6	1	4
9354	2	1	84.497	0.8	0	3
9355	4	1	68.805	0.9	1	4
9356	2	2	74.185	1.1	0	3
9357	3	1	77.669	1.4	1	3
9358	3	1	81.054	1.7	1	3
9359	5	3	85.676	2.1	1	4
9360	1	0	70.311	3	0	1
9361	3	1	74.939	0.2	1	4
9362	2	2	78.325	0.4	0	3
